BV,b,l,SAO,SPtype,Vmag,name,J2000_a,J2000_d,RAhms,DEdms
1.88,-1.07,122.91,11430,K2Ib-IICN-2,6.07,         ,12.81833333,61.80583333,61 48    21,-1.07122.91  0 51
0.28,-11.36,122.85,21767,F2IV,6.39,         ,12.73916667,51.50805556,51 30    29,-11.36122.85  0 50
0.29,-73.73,303.82,215254,A9-F0III,6.48,         ,12.51541667,-43.39472222,43 23    41,-73.73303.82  0 50
0.09,20.84,123.03,143,A4V,5.62,         ,13.72125,83.70722222,83 42    26,20.84123.03  0 54
0.36,-66.14,303.23,232203,F2III,5.22,  Rho Phe,12.67166667,-50.98694444,50 59    13,-66.14303.23  0 50
1.07,-59.49,122.87,109507,K0III,6.37,         ,12.82625,3.385, 3 23     6,-59.49122.87  0 51
0.53,-1.75,123.13,11444,F8V,4.82,         ,13.26708333,61.12416667,61  7    27,-1.75123.13  0 53
0.35,-73.42,302.66,215270,F2V+F5V,6.9,         ,12.96708333,-43.70916667,43 42    33,-73.42302.66  0 51
0.02,-24.32,123.24,54225,A2V,6.69,         ,13.2225,38.54861111,38 32    55,-24.32123.24  0 52
1.24,-86.87,128.1,166647,K2III,5.46,         ,13.16916667,-24.00583333,24  0    21,-86.87128.1  0 52
1.57,-64.01,123.83,129009,M0III,4.77,20    Cet,13.25208333,-1.144166667, 1  8    39,-64.01123.83  0 53
1.14,-25.45,123.38,54237,gK3,6.06,         ,13.3675,37.41805556,37 25     5,-25.45123.38  0 53
0.19,-10.18,123.29,21814,A5m,6.27,         ,13.44833333,52.68916667,52 41    21,-10.18123.29  0 53
0.44,-87.62,132.59,166651,F6IV-V,6.46,         ,13.30166667,-24.77694444,24 46    37,-87.62132.59  0 53
0.56,-47.62,302.81,248269,F7IV-V,6.22,  Lam1Tuc,13.10125,-69.50444444,69 30    16,-47.62302.81  0 52
1.21,-3.9,123.39,21832,K2III,4.83,26Ups1Cas,13.75041667,58.97277778,58 58    22,-3.9123.39  0 55
-0.01,-43.68,123.96,92145,A1VN,5.74,66    Psc,13.64666667,19.18833333,19 11    18,-43.68123.96  0 54
0.92,-71.6,125.17,129019,G5IV,6.16,21    Cet,13.57333333,-8.740833333, 8 44    27,-71.6125.17  0 54
1.68,-14.19,123.55,36763,M2.5IIIa,6.27,         ,13.77166667,48.67861111,48 40    43,-14.19123.55  0 55
1.56,-54.25,302.51,248276,M4III,5.7,         ,13.40791667,-62.87138889,62 52    17,-54.25302.51  0 53
1,-39.24,123.97,74359,K1IV,5.47,36    And,13.74166667,23.62833333,23 37    42,-39.24123.97  0 54
1.62,-38.31,124.03,74365,M4IIIab,6.2,         ,13.81125,24.55694444,24 33    25,-38.31124.03  0 55
1.37,-4.87,123.57,21846,K3III,6.21,         ,14.05375,57.99666667,57 59    48,-4.87123.57  0 56
0.38,5.91,123.43,11481,F4III,6.37,         ,14.23166667,68.77611111,68 46    34,5.91123.43  0 56
0.14,-35.65,124.17,74373,A5IV,6.09,67    Psc,13.99375,27.20944444,27 12    34,-35.65124.17  0 55
1.52,-70.19,126.06,129032,K5III,5.85,         ,13.92666667,-7.347222222, 7 20    50,-70.19126.06  0 55
-0.15,-2.15,123.58,11482,B0IVe,2.47,27Gam Cas,14.17708333,60.71666667,60 43     0,-2.15123.58  0 56
0.96,-3.68,123.6,21855,G8IIIbFe-0.5,4.63,28Ups2Cas,14.16583333,59.18111111,59 10    52,-3.68123.6  0 56
-0.07,-2.5,123.59,11484,B9IVn,5.55,         ,14.19625,60.36277778,60 21    46,-2.5123.59  0 56
1.52,-74.1,127.04,147519,K4III,5.31,22Phi3Cet,14.00625,-11.26666667,11 16     0,-74.1127.04  0 56
1.67,-88.81,246.23,166686,M0III,6.1,         ,13.98125,-27.77555556,27 46    32,-88.81246.23  0 55
0.13,-24.36,124.07,54281,A5V,3.87,37Mu  And,14.18833333,38.49944444,38 29    58,-24.36124.07  0 56
1.09,-47.6,302.47,248281,K2III,5.45,  Lam2Tuc,13.75125,-69.52694444,69 31    37,-47.6302.47  0 55
0.94,-39.43,124.65,74388,G8IIIb,4.42,38Eta And,14.30166667,23.4175,23 25     3,-39.43124.65  0 57
1.02,-17.02,124.07,36795,K2III,6.12,         ,14.41541667,45.83972222,45 50    23,-17.02124.07  0 57
-0.02,3.49,123.64,11502,A0III,5.97,         ,14.62958333,66.35222222,66 21     8,3.49123.64  0 58
1.08,-33.86,124.62,74395,gG6,5.42,68    Psc,14.45916667,28.99222222,28 59    32,-33.86124.62  0 57
1,-28.9,124.54,54306,K0,5.98,         ,14.55916667,33.95083333,33 57     3,-28.9124.54  0 58
0.89,-49.15,125.34,92183,G8III,6.32,         ,14.47708333,13.69583333,13 41    45,-49.15125.34  0 57
0.09,-41.44,125.07,74402,A2V,6.37,         ,14.57875,21.40444444,21 24    16,-41.44125.07  0 58
0.13,8.12,123.68,4288,A4IV,6.39,         ,15.12916667,70.98305556,70 58    59,8.12123.68  1  0
0.97,-74.16,129.49,147546,G7III,5.61,23Phi4Cet,14.68291667,-11.38,11 22    48,-74.16129.49  0 58
-0.16,-87.27,268.05,166716,B7IIIp,4.31,  Alp Scl,14.65166667,-29.3575,29 21    27,-87.27268.05  0 58
0.1,-56.41,301.4,248293,Am,6.23,         ,14.59333333,-60.69638889,60 41    47,-56.41301.4  0 58
-0.01,-18.13,124.54,36833,B9.5Vn,6.04,         ,15.015,44.71333333,44 42    48,-18.13124.54  1  0
1.67,-56.33,126.69,109581,M2III,6.11,         ,14.95708333,6.483055556, 6 28    59,-56.33126.69  0 59
1.21,23.4,123.24,181,K2II-III,4.25,         ,17.18625,86.25694444,86 15    25,23.4123.24  1  8
0.11,26.16,123.13,209,A3V,6.46,         ,23.46,89.01555556,89  0    56,26.16123.13  1 33
1.18,-78.03,293.64,192870,K0III,5.59,  Xi  Scl,15.32625,-38.91666667,38 55     0,-78.03293.64  1  1
0.25,-15.45,124.97,36875,A9IV,6.45,         ,15.75625,47.37611111,47 22    34,-15.45124.97  1  3
0.16,-21.47,125.24,36874,A5m,5.98,39    And,15.72625,41.345,41 20    42,-21.47125.24  1  2
-0.05,-31,125.75,54374,B9.5V,5.5,69Sig Psc,15.70458333,31.80444444,31 48    16,-31.0125.75  1  2
0.49,-1.76,124.4,11551,F0II,5.92,         ,15.90416667,61.075,61  4    30,-1.76124.4  1  3
0.08,-84.97,275.15,192884,A2V,5.5,  Sig Scl,15.61,-31.55194444,31 33     7,-84.97275.15  1  2
0.96,-54.87,127.89,109627,K0III,4.28,71Eps Psc,15.73583333,7.89, 7 53    24,-54.87127.89  1  2
0.94,-60.07,300.04,232268,G8III,6.11,  Ome Phe,15.5075,-57.0025,57  0     9,-60.07300.04  1  2
1.11,-67.54,130.52,129094,K0III-IV,5.43,25    Cet,15.76083333,-4.836666667, 4 50    12,-67.54130.52  1  3
0.54,-1.25,124.47,11557,F6V,5.84,         ,16.08166667,61.58027778,61 34    49,-1.25124.47  1  4
1.47,-10.32,124.88,21967,K2,5.99,         ,16.01,52.50222222,52 30     8,-10.32124.88  1  4
0.9,-70.6,297.02,215343,G8III,5.36,         ,15.705,-46.3975,46 23    51,-70.6297.02  1  2
0.93,-86.46,256.19,166774,G5IV,6.29,         ,15.82333333,-29.52583333,29 31    33,-86.46256.19  1  3
0.27,-61.35,129.39,109643,F1V,6.04,26    Cet,15.95416667,1.366666667, 1 22     0,-61.35129.39  1  3
-0.08,-11.81,125.08,21988,B3V,6.54,         ,16.195,51.01,51  0    36,-11.81125.08  1  4
0.43,-33.13,126.31,74471,F7IV-V,6.19,         ,16.115,29.65861111,29 39    31,-33.13126.31  1  4
1.64,-51.63,301.05,248308,M2III,6.21,         ,15.67875,-65.45611111,65 27    22,-51.63301.05  1  2
0.31,-22.81,125.67,54398,F0Vn,6.72,         ,16.15166667,39.99111111,39 59    28,-22.81125.67  1  4
1.12,24.29,123.27,193,gK2,6.25,         ,19.05625,87.14527778,87  8    43,24.29123.27  1 16
1.51,-57.05,129.09,109656,gK5,6,73    Psc,16.21916667,5.656388889, 5 39    23,-57.05129.09  1  4
0.41,-47.8,127.84,92230,F4II-III,5.68,72    Psc,16.2725,14.94611111,14 56    46,-47.8127.84  1  5
0.19,-0.06,124.64,11571,A5Vn,6.54,         ,16.595,62.76166667,62 45    42,-0.06124.64  1  6
-0.03,-41.28,127.34,74482,A1Vn,5.34,74Psi1Psc,16.42041667,21.47333333,21 28    24,-41.28127.34  1  5
-0.07,-41.28,127.35,74483,A0Vn,5.56,74Psi1Psc,16.42375,21.46527778,21 27    55,-41.28127.35  1  5
0.38,-57.77,129.66,109666,F3V,6.35,77    Psc,16.455,4.908333333, 4 54    30,-57.77129.66  1  5
0.49,-57.77,129.68,109667,F6V,7.25,77    Psc,16.46416667,4.909444444, 4 54    34,-57.77129.68  1  5
1.01,-72.53,134.63,147601,K0III,6.12,27    Cet,16.40333333,-9.979166667, 9 58    45,-72.53134.63  1  5
1.18,-5.87,125.06,22015,K2III,6.43,         ,16.75083333,56.935,56 56     6,-5.87125.06  1  7
0.01,-72.37,134.92,147606,A1V,5.58,28    Cet,16.52125,-9.839444444, 9 50    22,-72.37134.92  1  6
0.96,-49.75,128.64,92250,G8III,6.12,75    Psc,16.64,12.95611111,12 57    22,-49.75128.64  1  6
1.09,-85.44,170.31,166799,G8-K0III,6.14,         ,16.53208333,-23.9925,23 59    33,-85.44170.31  1  6
0.69,-7.85,125.32,22024,G5Vb,5.17,30Mu  Cas,17.06833333,54.92027778,54 55    13,-7.85125.32  1  8
0.89,-70.2,295.51,215365,G8III,3.31,  Bet Phe,16.52083333,-46.71861111,46 43     7,-70.2295.51  1  6
0.14,-80.89,283.32,192925,A1V,6.61,         ,16.61041667,-35.66083333,35 39    39,-80.89283.32  1  6
0.11,-18.83,126.08,36950,A3m,5.03,41    And,17.00375,43.94194444,43 56    31,-18.83126.08  1  8
0.23,-85.26,172.43,166814,A7V,6.37,         ,16.80458333,-23.99638889,23 59    47,-85.26172.43  1  7
-0.01,-4.53,125.19,22032,B8V,5.79,         ,17.13875,58.26361111,58 15    49,-4.53125.19  1  8
0.4,-30.73,127.02,54445,F5IV,6.25,78    Psc,17.00541667,32.01222222,32  0    44,-30.73127.02  1  8
0.13,-41.96,128.13,74506,A3V,5.55,79Psi2Psc,16.98833333,20.73916667,20 44    21,-41.96128.13  1  7
0.43,-72.24,136.22,147622,F7IV,5.82,30    Cet,16.9425,-9.785555556, 9 47     8,-72.24136.22  1  7
0.34,-56.96,130.68,109697,F0III-IV,5.52,80    Psc,17.0925,5.649722222, 5 38    59,-56.96130.68  1  8
0.16,-75.25,290.82,215374,A3IV,5.21,  Ups Phe,16.94958333,-41.48694444,41 29    13,-75.25290.82  1  7
0.88,-55.25,299.64,248324,G5III,5.37,  Iot Tuc,16.82791667,-61.77527778,61 46    31,-55.25299.64  1  7
0.01,16.84,123.91,4341,A3V,5.64,         ,18.06958333,79.67388889,79 40    26,16.84123.91  1 12
1.16,-72.58,137.15,147632,K1.5IIICN1Fe0.5,3.45,31Eta Cet,17.1475,-10.18222222,10 10    56,-72.58137.15  1  8
-0.07,-15.52,126.11,36972,B7Ve,4.25,42Phi And,17.37583333,47.24194444,47 14    31,-15.52126.11  1  9
-0.02,5.97,124.68,11612,A0Vnn,5.29,31    Cas,17.66375,68.77861111,68 46    43,5.97124.68  1 10
1.58,-27.1,127.1,54471,M0+IIIa,2.06,43Bet And,17.43291667,35.62055556,35 37    14,-27.1127.1  1  9
-0.08,-61.71,297.83,232306,B6V+B9V,3.92,  Zet Phe,17.09625,-55.24583333,55 14    45,-61.71297.83  1  8
0.69,-43,128.85,92283,G0III,5.55,81Psi3Psc,17.455,19.65861111,19 39    31,-43.0128.85  1  9
0.6,-20.65,126.67,36984,F8V,5.65,44    And,17.57833333,42.08138889,42  4    53,-20.65126.67  1 10
1.47,-37.22,128.29,74530,K7III,5.8,         ,17.58083333,25.45777778,25 27    28,-37.22128.29  1 10
-0.07,1.42,125.1,11615,B9.5V,5.55,         ,17.85666667,64.20277778,64 12    10,1.42125.1  1 11
0.17,-7.61,125.76,22070,A7V,4.33,33The Cas,17.77583333,55.14972222,55  8    59,-7.61125.76  1 11
1.49,-46.96,129.55,92288,M0III,6.06,         ,17.54791667,15.67416667,15 40    27,-46.96129.55  1 10
-0.09,2.23,125.07,11617,B9IV,5.57,32    Cas,17.9225,65.01888889,65  1     8,2.23125.07  1 11
1.04,-71.25,137.48,129154,K0III,6.4,32    Cet,17.55,-8.906111111, 8 54    22,-71.25137.48  1 10
1.51,-60.07,132.54,109715,K4III,5.95,33    Cet,17.64,2.445555556, 2 26    44,-60.07132.54  1 10
-0.1,-24.98,127.24,54494,B7III-IV,5.81,45    And,17.79291667,37.72416667,37 43    27,-24.98127.24  1 11
0.23,-31.26,127.84,54493,F0V,5.16,82    Psc,17.77833333,31.42472222,31 25    29,-31.26127.84  1 11
0.89,-59.26,298.05,232324,G6II-III,6.41,         ,17.53083333,-57.69444444,57 41    40,-59.26298.05  1 10
1.03,-41.59,129.18,74544,G8.5III-IIIa,4.66,84Chi Psc,17.86333333,21.03472222,21  2     5,-41.59129.18  1 11
1.09,-32.58,128.12,74546,K0.5IIIb,4.51,83Tau Psc,17.915,30.08972222,30  5    23,-32.58128.12  1 11
1.4,-64.65,134.84,129169,K4III,5.94,34    Cet,17.93125,-2.251111111, 2 15     4,-64.65134.84  1 11
0.01,-1.06,125.5,11637,B9V,6.41,         ,18.29125,61.70583333,61 42    21,-1.06125.5  1 13
1.64,-17.37,126.82,37023,M1III,6.11,         ,18.14166667,45.33777778,45 20    16,-17.37126.82  1 12
1,-32.58,128.47,74561,G9III+G1V,6.19,         ,18.24791667,30.06416667,30  3    51,-32.58128.47  1 12
0.42,17.09,124.08,4354,F5V s,6.26,         ,19.12791667,79.91,79 54    36,17.09124.08  1 16
0.48,-84.13,252.89,192977,F7IV,6.52,         ,18.0975,-30.80222222,30 48     8,-84.13252.89  1 12
0.28,-78.37,281.6,192980,F0III,5.92,         ,18.18916667,-37.85638889,37 51    23,-78.37281.6  1 12
1.04,-38.01,129.37,74571,K0III,4.65,85Phi Psc,18.43708333,24.58361111,24 35     1,-38.01129.37  1 13
0.32,-54.88,132.56,109739,A7IV,5.24,86Zet Psc,18.43291667,7.575277778, 7 34    31,-54.88132.56  1 13
0.49,-54.87,132.57,109740,F7V,6.3,86Zet Psc,18.43875,7.578333333, 7 34    42,-54.87132.57  1 13
1.7,-34.08,128.94,74576,S3+/2-,6.43,         ,18.52083333,28.52972222,28 31    47,-34.08128.94  1 14
-0.08,-46.39,130.84,92326,B8III,5.98,87    Psc,18.53166667,16.13361111,16  8     1,-46.39130.84  1 14
0.78,8.97,124.89,4358,K1V,7.83,         ,19.05041667,71.74388889,71 44    38,8.97124.89  1 16
0.46,-70.04,139.8,129193,F5V,5.13,37    Cet,18.6,-7.923055556, 7 55    23,-70.04139.8  1 14
1.08,-55.41,133.14,109753,gG6,6.03,88    Psc,18.67666667,6.995277778, 6 59    43,-55.41133.14  1 14
0.42,-63.25,136.01,129196,F5V,5.7,38    Cet,18.705,-0.973888889, 0 58    26,-63.25136.01  1 14
-0.05,-14.58,127.24,37067,B9IIIpSi,6.61,         ,19.10208333,48.08222222,48  4    56,-14.58127.24  1 16
0.58,-71,290.1,215428,F8V,4.96,  Nu  Phe,18.79625,-45.53138889,45 31    53,-71.0290.1  1 15
1.15,-29.47,128.91,54567,K1III,6.02,         ,19.07833333,33.11472222,33  6    53,-29.47128.91  1 16
0.9,-64.64,137.75,129204,G5IIIe+dA,5.41,39    Cet,19.15125,-2.500277778, 2 30     1,-64.64137.75  1 16
0.92,14.79,124.54,4376,G5III,6.31,         ,20.08125,77.57055556,77 34    14,14.79124.54  1 20
1.35,-15.21,127.61,37096,K0,6.25,         ,19.5425,47.41972222,47 25    11,-15.21127.61  1 18
0.47,-48.1,299.66,248346,F6IV,4.86,  Kap Tuc,18.94208333,-68.87611111,68 52    34,-48.1299.66  1 15
0.07,-58.61,135.63,109793,A3V,5.16,89    Psc,19.45,3.614444444, 3 36    52,-58.61135.63  1 17
0.23,-25.17,128.93,54592,A5m,6.46,         ,19.69583333,37.38611111,37 23    10,-25.17128.93  1 18
0.05,-50.53,298.9,248350,A0V,6.24,         ,19.265,-66.39805556,66 23    53,-50.53298.9  1 17
0.28,13.48,124.79,4387,F0IVn,6.38,         ,20.49625,76.23888889,76 14    20,13.48124.79  1 21
0.68,-4.43,126.71,22191,F0Ia,4.98,34Phi Cas,20.02041667,58.23166667,58 13    54,-4.43126.71  1 20
0.03,-35.19,130.56,74637,A3V,4.76,90Ups Psc,19.86666667,27.26416667,27 15    51,-35.19130.56  1 19
0.09,1.97,126.1,11712,A2Vnn,6.34,35    Cas,20.27166667,64.65833333,64 39    30,1.97126.1  1 21
0.64,-62.52,138.45,129235,G8III+A7V,5.87,42    Cet,19.95125,-0.508888889, 0 30    32,-62.52138.45  1 19
0.39,15.96,124.57,4391,A0Iab,6.07,         ,20.945,78.72583333,78 43    33,15.96124.57  1 23
1.02,-65.12,140.45,129239,K1III,6.23,         ,20.14375,-3.246944444, 3 14    49,-65.12140.45  1 20
1.11,-72.71,147.57,147746,K1III,6.15,         ,20.11583333,-11.23888889,11 14    20,-72.71147.57  1 20
1.39,-33.68,130.75,74647,gK5,5.23,91    Psc,20.28083333,28.73805556,28 44    17,-33.68130.75  1 21
1.08,-17,128.58,37155,K0-IIIb,4.88,46Xi  And,20.585,45.52888889,45 31    44,-17.0128.58  1 22
1.52,-60.18,138.75,109834,K5IIIab,6.2,         ,20.65416667,1.726388889, 1 43    35,-60.18138.75  1 22
1.08,-62.29,139.87,129262,gK0,6.49,43    Cet,20.645,-0.449722222, 0 26    59,-62.29139.87  1 22
0.48,-79.24,166.13,147767,F6IV,6.35,         ,20.62708333,-19.08138889,19  4    53,-79.24166.13  1 22
0.26,-24.72,129.94,54655,A2Vm,5.58,47    And,20.91916667,37.715,37 42    54,-24.72129.94  1 23
0.83,-28.16,130.47,54654,G8IV,6.29,         ,20.90625,34.24583333,34 14    45,-28.16130.47  1 23
1.71,-41.78,132.99,74682,K5,5.97,         ,20.85375,20.46888889,20 28     8,-41.78132.99  1 23
1.05,5.47,126.15,11751,K0III,4.74,36Psi Cas,21.48333333,68.13,68  7    48,5.47126.15  1 25
1.61,-82.02,243.4,193090,K5III,5.84,         ,20.87916667,-30.94555556,30 56    44,-82.02243.4  1 23
0.23,-69.38,146.42,129275,F0V,6.21,44    Cet,21.01041667,-8.0075, 8  0    27,-69.38146.42  1 24
1.06,-69.54,146.59,129274,K0III-IIIb,3.6,45The Cet,21.00583333,-8.183333333, 8 11     0,-69.54146.59  1 24
0.13,-2.35,127.19,22268,A5III-IV,2.68,37Del Cas,21.45416667,60.23527778,60 14     7,-2.35127.19  1 25
0.41,-68.33,145.55,129277,F3V,5.91,         ,21.08583333,-6.914722222, 6 54    53,-68.33145.55  1 24
0.91,-76.18,158.54,147793,G5,6.14,         ,21.16583333,-15.66027778,15 39    37,-76.18158.54  1 24
0.96,-64.44,142.56,129280,G8III,6.15,         ,21.20291667,-2.848611111, 2 50    55,-64.44142.56  1 24
0.43,-38.69,132.98,74707,F5III,6.18,         ,21.39875,23.51166667,23 30    42,-38.69132.98  1 25
1.04,-74.1,279.66,215492,K0III,5.42,         ,21.17,-41.4925,41 29    33,-74.1279.66  1 24
0.49,-18.96,129.61,37204,F7V,5.96,         ,21.5775,43.45777778,43 27    28,-18.96129.61  1 26
0.47,-27.75,131,54695,F7V,6.31,         ,21.53625,34.57972222,34 34    47,-27.75131.0  1 26
1.14,-71.36,284.11,215494,K1II,6.26,         ,21.17458333,-44.52833333,44 31    42,-71.36284.11  1 24
1.23,-75.16,157.07,147803,K2.5IIIb,4.9,46    Cet,21.405,-14.59888889,14 35    56,-75.16157.07  1 25
0.39,-42.94,134.19,92436,F2V:,5.38,93Rho Psc,21.56375,19.17222222,19 10    20,-42.94134.19  1 26
1.11,-42.85,134.31,92444,K1III,5.5,94    Psc,21.67375,19.24027778,19 14    25,-42.85134.31  1 26
0.46,-27.92,131.25,54705,F7IVb vs,6.27,         ,21.77583333,34.3775,34 22    39,-27.92131.25  1 27
1.24,-61.98,141.83,129300,K0IV,6.41,         ,21.61375,-0.398611111, 0 23    55,-61.98141.83  1 26
0.42,-17,129.56,37228,F5IV,4.83,48Ome And,21.91416667,45.40666667,45 24    24,-17.0129.56  1 27
0.27,-21.26,130.2,37227,A7m,6.46,         ,21.86083333,41.10055556,41  6     2,-21.26130.2  1 27
-0.04,-58.16,139.88,109895,B9V+A8V,6.58,         ,21.72291667,3.535277778, 3 32     7,-58.16139.88  1 26
1.56,-52.37,296.98,248381,K5III,5.93,         ,21.27208333,-64.36944444,64 22    10,-52.37296.98  1 25
0.35,-73.67,155.16,147812,F0IIIDel Del,5.66,47    Cet,21.715,-13.05666667,13  3    24,-73.67155.16  1 26
-0.04,-22.01,130.39,37234,A0III,6.6,         ,21.94583333,40.33555556,40 20     8,-22.01130.39  1 27
3.86,-80.59,250.18,193122,C6II,5.79,         ,21.74208333,-32.54305556,32 32    35,-80.59250.18  1 26
0.6,26.46,123.28,308,F7:Ib-II,2.02, 1Alp UMi,37.95291667,89.26416667,89 15    51,26.46123.28  2 31
1.32,-71.66,152.44,147819,K4III-IV,6.13,         ,21.94416667,-10.90166667,10 54     6,-71.66152.44  1 27
1.12,-53.79,138.54,109907,K1III,6.2,         ,22.09541667,7.961388889, 7 57    41,-53.79138.54  1 28
0.47,7.65,126.3,4422,F6V,5.81,38    Cas,22.8075,70.26472222,70 15    53,7.65126.3  1 31
0.08,3.53,126.92,11788,A2V s,6.14,         ,22.71791667,66.09805556,66  5    53,3.53126.92  1 30
1.57,-72.17,280.52,215516,M0-IIIa,3.41,  Gam Phe,22.09125,-43.31833333,43 19     6,-72.17280.52  1 28
1,-15.35,129.75,37275,K0III,5.27,49    And,22.52583333,47.00722222,47  0    26,-15.35129.75  1 30
0.3,-79.59,254.77,193136,F0IV,6.58,         ,22.18041667,-33.76361111,33 45    49,-79.59254.77  1 28
0.14,-43.57,135.56,92463,A4IV,6.02,97    Psc,22.47041667,18.35555556,18 21    20,-43.57135.56  1 29
0.02,-79.72,182.65,167086,A1V,5.12,48    Cet,22.40041667,-21.62944444,21 37    46,-79.72182.65  1 29
1.37,-55.43,140.07,109926,K4III,4.84,98Mu  Psc,22.54625,6.143888889, 6  8    38,-55.43140.07  1 30
1.66,-68.99,284.52,215525,M2III,6.31,         ,22.37666667,-46.75638889,46 45    23,-68.99284.52  1 29
1.34,-81.25,209.1,167093,K4III,5.93,         ,22.59541667,-26.20777778,26 12    28,-81.25209.1  1 30
0.97,-46.43,137.01,92484,G7IIIa,3.62,99Eta Psc,22.87083333,15.34583333,15 20    45,-46.43137.01  1 31
-0.12,-27.33,132.33,54762,B7IIIpHgMn,6.39,         ,23.03166667,34.8,34 48     0,-27.33132.33  1 32
1.52,-4.09,128.44,22389,K0Ib+B9V,5.7,         ,23.3575,58.3275,58 19    39,-4.09128.44  1 33
0.99,-66.75,286.27,215536,K0III,3.95,  Del Phe,22.81291667,-49.07277778,49  4    22,-66.75286.27  1 31
1.08,-80.63,234.96,193163,K0III,5.82,         ,22.93041667,-30.28333333,30 17     0,-80.63234.96  1 31
1,-3.19,128.35,22397,G9IIIb,4.71,39Chi Cas,23.48291667,59.23194444,59 13    55,-3.19128.35  1 33
0.06,-69.89,282.11,215539,A2V,6.17,         ,22.91291667,-45.57555556,45 34    32,-69.89282.11  1 31
-0.04,-69.39,153.38,129363,A0III,6.59,         ,23.26458333,-9.014722222, 9  0    53,-69.39153.38  1 33
1.02,-76.89,263.48,193173,K0III,5.51,         ,23.23333333,-36.86527778,36 51    55,-76.89263.48  1 32
-0.07,-24.85,132.32,54788,B9IV,5.88,         ,23.56916667,37.23722222,37 14    14,-24.85132.32  1 34
0.46,-66.06,286.4,215547,F4V,6.28,         ,23.15125,-49.72777778,49 43    40,-66.06286.4  1 32
0.64,-67.53,151.37,129371,G2IV,5.76,         ,23.42875,-7.025277778, 7  1    31,-67.53151.37  1 33
0.03,11.71,126.09,4448,B9Ve,6.58,         ,24.34375,74.30083333,74 18     3,11.71126.09  1 37
1.52,-43.21,137.11,92520,M2IIIab,5.89,         ,23.70458333,18.46055556,18 27    38,-43.21137.11  1 34
0.07,-74.78,166.32,147886,A3V,5.63,49    Cet,23.6575,-15.67611111,15 40    34,-74.78166.32  1 34
1.11,-21.02,131.88,37344,K1III,6.38,         ,23.96875,41.07638889,41  4    35,-21.02131.88  1 35
1.11,-79.43,242.3,193188,K0-1III,6.12,         ,23.71125,-31.89222222,31 53    32,-79.43242.3  1 34
1.21,-13.48,130.54,37351,gK1,5.92,         ,24.11333333,48.72277778,48 43    22,-13.48130.54  1 36
-0.04,-46.85,138.71,92530,B9.5III,6.22,01    Psc,23.94333333,14.66138889,14 39    41,-46.85138.71  1 35
0.96,10.49,126.4,4453,G8III,5.28,40    Cas,24.62875,73.04,73  2    24,10.49126.4  1 38
0.54,-20.66,132,37362,F8V,4.09,50Ups And,24.19916667,41.40555556,41 24    20,-20.66132.0  1 36
1.21,-74.36,166.61,147901,K2IIIaBa0.2CN1,5.42,50    Cet,23.99583333,-15.40027778,15 24     1,-74.36166.61  1 35
0.38,-58.05,292.01,232470,F2V,6.01,         ,23.81333333,-58.13944444,58  8    22,-58.05292.01  1 35
1.38,-4.33,129.11,22456,G5II,5.56,         ,24.53166667,57.9775,57 58    39,-4.33129.11  1 38
0.33,-79.8,231.37,193201,F2V,5.69,  Tau Scl,24.035,-29.9075,29 54    27,-79.8231.37  1 36
0.35,-49.2,140.16,92536,F0V,5.57,02Pi  Psc,24.27458333,12.14166667,12  8    30,-49.2140.16  1 37
1.28,-13.53,130.81,37375,K3-III,3.57,51    And,24.49833333,48.62833333,48 37    42,-13.53130.81  1 37
0.04,-16.68,131.53,37393,B9pCrEu,6.36,         ,24.63208333,45.4,45 24     0,-16.68131.53  1 38
0.53,-69.19,156.7,129412,F7V,6.24,         ,24.40708333,-9.403888889, 9 24    14,-69.19156.7  1 37
0.97,-38.41,300.26,255794,K0III,6.11,         ,23.41333333,-78.50472222,78 30    17,-38.41300.26  1 33
1.61,-57.86,291.74,232477,M3III,6.18,         ,24.18666667,-58.27083333,58 16    15,-57.86291.74  1 36
0.89,-17.65,131.89,37406,G8III,4.98,52Chi And,24.8375,44.38611111,44 23    10,-17.65131.89  1 39
1.61,-8.32,130.16,22493,K5III,6.39,         ,25.05458333,53.86833333,53 52     6,-8.32130.16  1 40
1.05,-76.31,259.18,193224,K0IV,5.94,         ,24.61416667,-36.52833333,36 31    42,-76.31259.18  1 38
-0.16,-58.79,290.84,232481,B3Vpe,0.46,  Alp Eri,24.42875,-57.23666667,57 14    12,-58.79290.84  1 37
0.34,-77.72,187.04,167198,A4n,5.58,         ,24.71583333,-21.27527778,21 16    31,-77.72187.04  1 38
-0.08,-79.16,204.39,167199,B9Vn,6.7,         ,24.70833333,-25.02194444,25  1    19,-79.16204.39  1 38
